StudentID,Gender,AdmissionQuota,AccommodationType,IsRural,NumberOfSiblings,MotherEducation,FatherEducation,IsFatherLiterate,IsMotherLiterate,IsFirstGenerationLearner,CommuteTimeMinutes,FamilyAnnualIncome,FamilyEconomicStatus,HasReliableInternet,HasOwnLaptop,IsPreparingCompetitiveExam,AvgPastPerformance,MediumChanged,AvgMarks_LatestTerm,AvgMarks_PreviousTerm,MarksTrend,FailureRate_LatestTerm,AvgAttendance_LatestTerm,WorksPartTime,IsDropout
RJ_4326,Male,EWS,DayScholar,TRUE,1,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,55,90308.40282,BPL,TRUE,TRUE,FALSE,50.07391335,FALSE,51.55456502,62.16585235,-10.61128732,0.31992589,65.85311853,FALSE,TRUE
RJ_4327,Male,EWS,Hostel,TRUE,0,Senior Secondary (12th),Primary (Up to 5th),TRUE,TRUE,FALSE,21,591291.844,EWS,FALSE,TRUE,FALSE,53.25267382,TRUE,45.07361524,60.97664423,-15.90302899,0.258664633,68.19053043,FALSE,TRUE
RJ_4328,Female,SC,DayScholar,TRUE,1,Primary (Up to 5th),Middle (Up to 8th),TRUE,TRUE,FALSE,63,371806.2512,General_Tier,TRUE,TRUE,TRUE,63.3531738,TRUE,30,61.49884412,-31.49884412,0.470417708,76.70257044,FALSE,FALSE
RJ_4329,Female,OBC,DayScholar,TRUE,1,Middle (Up to 8th),Middle (Up to 8th),TRUE,TRUE,TRUE,78,137253.4593,General_Tier,TRUE,FALSE,FALSE,57.45668193,FALSE,53.7321027,58.48851422,-4.75641152,0,79.93593006,FALSE,FALSE
RJ_4330,Female,OBC,DayScholar,FALSE,1,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,44,59470.77235,BPL,TRUE,FALSE,FALSE,71.72198584,FALSE,67.59431116,75.11664946,-7.522338295,0.074571715,85.11320762,TRUE,FALSE
RJ_4331,Female,General,DayScholar,TRUE,1,Primary (Up to 5th),High School (10th),TRUE,TRUE,TRUE,67,360533.2728,General_Tier,FALSE,TRUE,FALSE,56.12412612,FALSE,49.73306584,54.98286715,-5.249801307,0.15787578,83.36544344,FALSE,FALSE
RJ_4332,Female,SC,DayScholar,TRUE,2,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,81,290607.9258,General_Tier,TRUE,FALSE,FALSE,60.92889111,TRUE,33.56532942,65.51863913,-31.95330972,0.227857121,69.11864433,FALSE,TRUE
RJ_4333,Male,EWS,DayScholar,FALSE,2,High School (10th),Middle (Up to 8th),TRUE,TRUE,TRUE,43,169692.7508,EWS,TRUE,TRUE,TRUE,58.45674656,FALSE,46.10658439,55.3346637,-9.228079318,0.272094642,77.38916667,FALSE,FALSE
RJ_4334,Female,OBC,Hostel,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,TRUE,TRUE,23,183852.1665,General_Tier,FALSE,FALSE,FALSE,53.88029423,TRUE,45.13164666,64.96547458,-19.83382792,0.20212083,100,TRUE,TRUE
RJ_4335,Male,SC,DayScholar,TRUE,1,Middle (Up to 8th),Senior Secondary (12th),TRUE,TRUE,FALSE,81,605922.1371,General_Tier,TRUE,TRUE,FALSE,64.61109999,FALSE,69.05092912,58.74483704,10.30609208,0.141128532,71.37646706,TRUE,FALSE
RJ_4336,Female,General,DayScholar,TRUE,0,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,52,202550.9442,General_Tier,TRUE,TRUE,FALSE,62.33828482,TRUE,45.98506721,65.38475234,-19.39968512,0.214877121,87.22841152,FALSE,FALSE
RJ_4337,Female,SC,DayScholar,TRUE,0,No Formal Education,Middle (Up to 8th),TRUE,FALSE,TRUE,57,191053.3935,General_Tier,TRUE,TRUE,FALSE,65.57263612,FALSE,65.05731126,64.73037142,0.326939833,0.220738087,66.06176135,FALSE,FALSE
RJ_4338,Female,OBC,DayScholar,TRUE,1,No Formal Education,Senior Secondary (12th),TRUE,FALSE,FALSE,83,287086.3198,General_Tier,TRUE,FALSE,FALSE,61.23718426,TRUE,40.36509339,60.33456743,-19.96947404,0.269791601,69.82272268,FALSE,TRUE
RJ_4339,Male,SC,DayScholar,FALSE,1,No Formal Education,Middle (Up to 8th),TRUE,FALSE,TRUE,20,109633.1799,BPL,TRUE,FALSE,FALSE,56.10238405,FALSE,50.18054194,60.39509824,-10.21455629,0.07104992,62.6723809,FALSE,TRUE
RJ_4340,Male,General,DayScholar,TRUE,1,Primary (Up to 5th),Graduate or Higher,TRUE,FALSE,TRUE,46,631295.8733,General_Tier,TRUE,TRUE,FALSE,58.69038613,FALSE,53.0970109,60.37448319,-7.277472299,0.17867679,72.22536901,FALSE,FALSE
RJ_4341,Male,ST,DayScholar,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,TRUE,TRUE,55,492125.125,General_Tier,TRUE,TRUE,FALSE,68.0236482,TRUE,55.41252675,70.45631689,-15.04379014,0.097006068,77.70727476,FALSE,FALSE
RJ_4342,Male,OBC,DayScholar,FALSE,1,Primary (Up to 5th),Middle (Up to 8th),TRUE,FALSE,FALSE,21,210882.1827,General_Tier,FALSE,TRUE,FALSE,72.00900588,FALSE,78.21491349,62.236474,15.9784395,0,87.42864561,FALSE,FALSE
RJ_4343,Male,OBC,DayScholar,FALSE,1,Middle (Up to 8th),No Formal Education,FALSE,TRUE,FALSE,27,141734.9104,General_Tier,FALSE,TRUE,FALSE,76.76468303,FALSE,76.32913003,73.47830933,2.850820695,0,68.15817705,FALSE,FALSE
RJ_4344,Female,SC,Hostel,TRUE,2,High School (10th),High School (10th),FALSE,FALSE,TRUE,40,212757.3985,General_Tier,FALSE,TRUE,FALSE,83.13055265,TRUE,66.76553268,73.33165248,-6.566119802,0.017701886,74.47364445,FALSE,FALSE
RJ_4345,Male,OBC,DayScholar,TRUE,1,Primary (Up to 5th),No Formal Education,FALSE,FALSE,TRUE,79,52032.51594,BPL,FALSE,FALSE,FALSE,44.63392055,FALSE,43.9554132,38.47957391,5.475839297,0.253605099,76.00763213,FALSE,FALSE
RJ_4346,Male,SC,DayScholar,TRUE,1,No Formal Education,Middle (Up to 8th),TRUE,FALSE,TRUE,54,140198.6932,General_Tier,TRUE,FALSE,FALSE,95,TRUE,76.70512214,86.35678458,-9.651662439,0.04420503,71.20102821,TRUE,FALSE
RJ_4347,Male,OBC,Hostel,TRUE,2,Graduate or Higher,Graduate or Higher,TRUE,FALSE,FALSE,20,535692.1918,General_Tier,TRUE,TRUE,FALSE,59.58026836,FALSE,65.55628516,61.15132913,4.404956033,0.147725746,82.91063037,FALSE,FALSE
RJ_4348,Male,SC,DayScholar,FALSE,0,Middle (Up to 8th),Middle (Up to 8th),TRUE,TRUE,TRUE,29,207270.9943,General_Tier,FALSE,FALSE,FALSE,56.46386259,TRUE,35.42766392,61.11048027,-25.68281635,0.366624522,77.27735458,FALSE,TRUE
RJ_4349,Male,ST,DayScholar,FALSE,1,Primary (Up to 5th),No Formal Education,FALSE,FALSE,TRUE,42,222574.1524,General_Tier,FALSE,TRUE,FALSE,65.20992037,TRUE,53.42077142,60.41713004,-6.996358619,0.051491539,77.29352451,FALSE,FALSE
RJ_4350,Female,SC,DayScholar,TRUE,3,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,88,244331.4761,General_Tier,FALSE,TRUE,TRUE,76.34091564,FALSE,69.85258053,73.39215985,-3.539579315,0,78.53401796,FALSE,FALSE
RJ_4351,Male,OBC,Hostel,FALSE,2,Primary (Up to 5th),High School (10th),TRUE,TRUE,TRUE,22,643229.282,General_Tier,TRUE,TRUE,FALSE,74.68141711,FALSE,76.13522024,78.77870413,-2.643483893,0.113791488,83.06940574,FALSE,FALSE
RJ_4352,Female,SC,DayScholar,TRUE,1,Middle (Up to 8th),High School (10th),TRUE,TRUE,TRUE,49,621233.3635,General_Tier,TRUE,FALSE,FALSE,55.505908,FALSE,51.2012536,60.25794757,-9.056693965,0.32519498,85.07428451,FALSE,FALSE
RJ_4353,Male,OBC,DayScholar,TRUE,1,Primary (Up to 5th),Middle (Up to 8th),TRUE,TRUE,TRUE,72,234959.1917,General_Tier,TRUE,TRUE,TRUE,65.09872909,FALSE,60.22602004,67.65728827,-7.431268232,0.209301326,73.88724468,FALSE,FALSE
RJ_4354,Female,OBC,DayScholar,TRUE,1,High School (10th),Primary (Up to 5th),TRUE,TRUE,TRUE,80,185015.534,General_Tier,TRUE,FALSE,FALSE,86.23625202,TRUE,70.26535086,91.98308521,-21.71773435,0.191466287,58.38608259,FALSE,FALSE
RJ_4355,Female,OBC,DayScholar,TRUE,1,Middle (Up to 8th),Middle (Up to 8th),TRUE,TRUE,TRUE,80,402904.3249,General_Tier,TRUE,FALSE,FALSE,75.10085396,TRUE,63.69210435,75.16238058,-11.47027623,0.060238646,78.5180044,FALSE,FALSE
RJ_4356,Female,ST,DayScholar,TRUE,3,Primary (Up to 5th),High School (10th),TRUE,TRUE,TRUE,61,174366.883,General_Tier,TRUE,TRUE,FALSE,73.29237431,TRUE,60.47397819,69.93733313,-9.463354946,0.087968868,77.84183469,FALSE,FALSE
RJ_4357,Female,General,Hostel,TRUE,2,Primary (Up to 5th),Primary (Up to 5th),TRUE,FALSE,TRUE,32,219273.9551,General_Tier,TRUE,FALSE,FALSE,59.42617615,TRUE,49.16340444,66.62557341,-17.46216897,0.525701695,71.46530009,TRUE,TRUE
RJ_4358,Male,OBC,DayScholar,FALSE,1,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,38,131549.5089,General_Tier,TRUE,TRUE,FALSE,50.68891824,FALSE,56.35845086,59.70927758,-3.350826719,0.142592092,67.45538214,FALSE,FALSE
RJ_4359,Female,OBC,DayScholar,TRUE,1,No Formal Education,Middle (Up to 8th),TRUE,FALSE,TRUE,85,362936.6643,General_Tier,TRUE,TRUE,FALSE,89.97492285,TRUE,75.35925326,95,-19.64074674,0.054484957,77.53200251,TRUE,TRUE
RJ_4360,Female,OBC,Hostel,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,FALSE,TRUE,22,329999.4026,General_Tier,TRUE,TRUE,FALSE,73.11804176,FALSE,71.50501099,73.12398718,-1.618976186,0.078108364,80.65822388,TRUE,FALSE
RJ_4361,Female,ST,DayScholar,TRUE,0,Primary (Up to 5th),Middle (Up to 8th),TRUE,TRUE,TRUE,54,299583.1779,General_Tier,TRUE,FALSE,FALSE,76.26082953,FALSE,76.69495855,78.87095095,-2.175992392,0.082371606,73.46338882,FALSE,FALSE
RJ_4362,Female,OBC,DayScholar,TRUE,1,Middle (Up to 8th),No Formal Education,FALSE,TRUE,TRUE,60,320963.8887,General_Tier,TRUE,FALSE,FALSE,53.8885304,TRUE,49.67630071,51.75562,-2.079319283,0.343502959,60.97920821,FALSE,FALSE
RJ_4363,Male,OBC,DayScholar,TRUE,3,Primary (Up to 5th),No Formal Education,FALSE,FALSE,TRUE,55,162583.4089,General_Tier,TRUE,FALSE,TRUE,71.77849941,FALSE,75.13602683,74.53765379,0.598373039,0.000642626,73.13981432,FALSE,FALSE
RJ_4364,Male,OBC,DayScholar,TRUE,2,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,47,193305.0581,General_Tier,FALSE,FALSE,TRUE,57.12268249,FALSE,41.14936142,54.99985396,-13.85049253,0.316780809,76.39032462,TRUE,FALSE
RJ_4365,Female,OBC,DayScholar,TRUE,0,High School (10th),No Formal Education,FALSE,TRUE,TRUE,72,222450.1172,General_Tier,TRUE,FALSE,FALSE,67.79816721,TRUE,40.4491897,66.46169441,-26.01250471,0.273316211,70.05379388,FALSE,FALSE
RJ_4366,Male,OBC,DayScholar,TRUE,0,Primary (Up to 5th),Senior Secondary (12th),TRUE,TRUE,FALSE,71,499033.6145,General_Tier,TRUE,FALSE,TRUE,66.23999355,TRUE,43.33180849,59.79358635,-16.46177786,0.235706941,73.49362263,FALSE,FALSE
RJ_4367,Male,OBC,DayScholar,FALSE,1,Middle (Up to 8th),High School (10th),TRUE,FALSE,TRUE,16,252878.6444,General_Tier,TRUE,TRUE,FALSE,81.6478082,FALSE,80.57584121,75.4842848,5.091556406,0,75.82408986,FALSE,FALSE
RJ_4368,Male,General,Hostel,TRUE,0,High School (10th),Primary (Up to 5th),TRUE,TRUE,TRUE,32,334307.3196,General_Tier,TRUE,TRUE,FALSE,57.04262995,TRUE,30,55.50714167,-25.50714167,0.371555665,95.40036952,FALSE,FALSE
RJ_4369,Male,OBC,Hostel,TRUE,3,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,21,112290.1517,BPL,FALSE,FALSE,FALSE,74.06102555,FALSE,71.9174782,74.28269724,-2.36521904,0,70.31140437,TRUE,FALSE
RJ_4370,Female,OBC,Rented,TRUE,0,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,16,213999.7919,General_Tier,FALSE,FALSE,TRUE,56.92877571,FALSE,55.45724393,56.58852723,-1.131283299,0.103568467,77.95408328,FALSE,FALSE
RJ_4371,Male,ST,Hostel,FALSE,2,Middle (Up to 8th),Primary (Up to 5th),TRUE,TRUE,TRUE,35,154903.1655,General_Tier,FALSE,TRUE,FALSE,55.88954879,TRUE,34.90063198,53.98549619,-19.08486421,0.658212085,85.9621273,TRUE,TRUE
RJ_4372,Female,OBC,DayScholar,FALSE,3,Primary (Up to 5th),High School (10th),FALSE,FALSE,TRUE,37,427351.4606,General_Tier,TRUE,TRUE,TRUE,80.46731051,FALSE,57.09037441,80.29619257,-23.20581816,0.200702006,92.97785928,FALSE,FALSE
RJ_4373,Female,OBC,DayScholar,TRUE,2,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,49,115450.3085,BPL,TRUE,TRUE,FALSE,80.63828639,FALSE,72.30936931,77.94029436,-5.630925053,0.104881822,91.15354628,FALSE,FALSE
RJ_4374,Male,OBC,DayScholar,FALSE,2,Senior Secondary (12th),Senior Secondary (12th),TRUE,TRUE,TRUE,29,404164.4834,General_Tier,TRUE,TRUE,FALSE,80.36130872,FALSE,86.02462267,76.7053065,9.319316164,0,90.1409283,FALSE,FALSE
RJ_4375,Female,OBC,DayScholar,FALSE,2,High School (10th),Primary (Up to 5th),FALSE,TRUE,TRUE,30,467671.0039,General_Tier,TRUE,TRUE,FALSE,75.54294255,FALSE,73.17562517,73.90056302,-0.72493785,0.141013148,77.68101145,FALSE,FALSE
RJ_4376,Male,OBC,DayScholar,TRUE,1,No Formal Education,Middle (Up to 8th),TRUE,FALSE,TRUE,71,89167.00934,BPL,TRUE,FALSE,FALSE,53.25600069,TRUE,47.05077113,54.05191624,-7.001145104,0.142496658,72.2310396,TRUE,TRUE
RJ_4377,Female,SC,Hostel,TRUE,0,Primary (Up to 5th),Primary (Up to 5th),TRUE,FALSE,TRUE,38,115103.4839,BPL,TRUE,TRUE,FALSE,95,FALSE,92.98715253,95,-2.012847472,0,79.36592178,TRUE,FALSE
RJ_4378,Male,SC,DayScholar,TRUE,1,High School (10th),Primary (Up to 5th),TRUE,TRUE,TRUE,49,460020.9053,General_Tier,TRUE,TRUE,FALSE,60.32408283,FALSE,53.56919753,67.43928742,-13.87008989,0.350866995,53.43215467,FALSE,FALSE
RJ_4379,Female,OBC,Hostel,TRUE,1,Primary (Up to 5th),High School (10th),FALSE,TRUE,TRUE,35,311226.4885,General_Tier,TRUE,TRUE,FALSE,68.44482885,TRUE,53.48492272,70.1277446,-16.64282188,0,96.73496609,FALSE,FALSE
RJ_4380,Male,EWS,Hostel,TRUE,2,High School (10th),Middle (Up to 8th),TRUE,TRUE,TRUE,30,293651.6168,EWS,TRUE,TRUE,TRUE,78.84993381,FALSE,59.69690021,81.19430674,-21.49740653,0.063035771,79.88587339,FALSE,FALSE
RJ_4381,Male,SC,Hostel,TRUE,0,High School (10th),Senior Secondary (12th),TRUE,FALSE,FALSE,25,440505.3105,General_Tier,FALSE,FALSE,FALSE,78.39116338,FALSE,74.54137325,76.27135491,-1.729981658,0,73.59677121,FALSE,FALSE
RJ_4382,Female,General,Hostel,TRUE,0,Primary (Up to 5th),Middle (Up to 8th),TRUE,TRUE,TRUE,35,337840.3597,General_Tier,TRUE,FALSE,TRUE,79.11215084,FALSE,63.5567752,76.71401664,-13.15724144,0.034543104,85.78151494,FALSE,FALSE
RJ_4383,Female,OBC,DayScholar,TRUE,1,Middle (Up to 8th),High School (10th),FALSE,TRUE,TRUE,52,292928.1753,General_Tier,TRUE,FALSE,FALSE,59.70515121,FALSE,52.82462131,69.83070231,-17.00608101,0.076064719,62.39370564,FALSE,FALSE
RJ_4384,Male,ST,DayScholar,TRUE,0,High School (10th),High School (10th),TRUE,TRUE,FALSE,86,402273.3,General_Tier,TRUE,FALSE,FALSE,75.82349403,TRUE,73.93511216,85.33351798,-11.39840581,0,76.62611723,FALSE,FALSE
RJ_4385,Female,OBC,DayScholar,TRUE,1,High School (10th),Primary (Up to 5th),FALSE,TRUE,TRUE,72,311774.6418,General_Tier,FALSE,TRUE,FALSE,73.8619317,FALSE,68.06831142,72.55007121,-4.481759794,0.095571345,68.74390464,FALSE,FALSE
RJ_4386,Female,OBC,DayScholar,FALSE,2,High School (10th),Senior Secondary (12th),TRUE,TRUE,TRUE,15,491675.415,General_Tier,TRUE,FALSE,FALSE,75.08250915,TRUE,72.01577117,70.94712321,1.068647964,0.200078527,70.73092204,FALSE,FALSE
RJ_4387,Female,OBC,Hostel,TRUE,1,Primary (Up to 5th),No Formal Education,FALSE,TRUE,TRUE,40,144137.2271,General_Tier,TRUE,FALSE,FALSE,82.12345472,FALSE,72.40006655,82.09445514,-9.694388587,0,64.9526759,FALSE,FALSE
RJ_4388,Male,OBC,DayScholar,TRUE,1,High School (10th),Primary (Up to 5th),FALSE,TRUE,TRUE,55,389850.1689,General_Tier,TRUE,TRUE,FALSE,80.42975106,TRUE,78.18884438,84.37880194,-6.189957556,0.034549116,75.94397809,FALSE,FALSE
RJ_4389,Female,OBC,DayScholar,TRUE,2,Primary (Up to 5th),Primary (Up to 5th),TRUE,FALSE,FALSE,57,231870.4221,General_Tier,FALSE,TRUE,TRUE,50.51727075,TRUE,34.28734164,48.60933473,-14.32199309,0.092533684,68.91554737,FALSE,FALSE
RJ_4390,Female,OBC,DayScholar,TRUE,0,Middle (Up to 8th),Primary (Up to 5th),TRUE,FALSE,TRUE,50,40000,BPL,FALSE,FALSE,FALSE,82.72644496,FALSE,86.08542337,76.3586863,9.726737073,0.024257461,60.41203,TRUE,FALSE
RJ_4391,Female,General,DayScholar,TRUE,1,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,FALSE,80,248567.7645,General_Tier,TRUE,FALSE,FALSE,58.14113583,FALSE,59.00403434,62.91425259,-3.91021825,0.185266096,56.96953943,FALSE,FALSE
RJ_4392,Female,EWS,DayScholar,TRUE,0,Primary (Up to 5th),No Formal Education,FALSE,TRUE,TRUE,59,214649.9592,EWS,TRUE,TRUE,FALSE,77.36294655,FALSE,81.40872823,79.70354329,1.705184936,0,65.92683778,FALSE,FALSE
RJ_4393,Female,SC,DayScholar,TRUE,2,Primary (Up to 5th),No Formal Education,FALSE,TRUE,TRUE,61,106125.6202,BPL,TRUE,FALSE,FALSE,77.06207844,TRUE,48.763169,72.45516189,-23.69199289,0.254882064,59.5830015,FALSE,TRUE
RJ_4394,Male,EWS,DayScholar,TRUE,1,No Formal Education,Middle (Up to 8th),TRUE,FALSE,TRUE,89,101723.9219,BPL,TRUE,FALSE,FALSE,66.78495276,FALSE,71.01493789,65.91483782,5.100100067,0.087268184,70.34311935,FALSE,FALSE
RJ_4395,Female,General,DayScholar,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,FALSE,TRUE,48,379122.3439,General_Tier,TRUE,TRUE,FALSE,65.21826437,FALSE,66.48677877,66.46625482,0.020523946,0.089894789,92.40743162,FALSE,FALSE
RJ_4396,Male,OBC,DayScholar,TRUE,0,Middle (Up to 8th),Middle (Up to 8th),TRUE,TRUE,TRUE,74,298312.739,General_Tier,TRUE,FALSE,FALSE,66.75542144,TRUE,51.74883968,72.9585132,-21.20967352,0.198440702,74.80841735,FALSE,FALSE
RJ_4397,Male,EWS,DayScholar,TRUE,1,Senior Secondary (12th),Primary (Up to 5th),TRUE,FALSE,FALSE,75,561447.7809,EWS,TRUE,TRUE,FALSE,78.73394521,FALSE,80.14954631,77.1387618,3.010784506,0,61.54395915,FALSE,FALSE
RJ_4398,Male,ST,DayScholar,TRUE,0,Primary (Up to 5th),No Formal Education,FALSE,TRUE,TRUE,59,106491.3416,BPL,FALSE,FALSE,TRUE,79.84736222,FALSE,72.95453415,75.92192802,-2.967393873,0.096043525,74.93621743,TRUE,FALSE
RJ_4399,Female,General,DayScholar,TRUE,1,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,46,121164.5516,General_Tier,TRUE,FALSE,TRUE,55.4798801,FALSE,44.96451239,54.05709244,-9.092580052,0.15899956,78.71339059,TRUE,FALSE
RJ_4400,Male,EWS,DayScholar,TRUE,2,Primary (Up to 5th),High School (10th),TRUE,FALSE,TRUE,68,407430.4729,EWS,TRUE,TRUE,TRUE,72.15415315,FALSE,52.92350963,77.08171133,-24.1582017,0.240616263,63.34840169,FALSE,FALSE
RJ_4401,Female,OBC,DayScholar,FALSE,2,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,25,211892.1368,General_Tier,FALSE,FALSE,TRUE,82.76376322,FALSE,81.91144108,78.59268267,3.318758411,0,81.47593358,FALSE,FALSE
RJ_4402,Female,ST,DayScholar,TRUE,1,Primary (Up to 5th),No Formal Education,FALSE,FALSE,TRUE,84,177717.1456,General_Tier,TRUE,FALSE,FALSE,76.51218254,TRUE,71.46164646,73.01644158,-1.554795128,0.111777739,93.37662172,TRUE,FALSE
RJ_4403,Female,OBC,DayScholar,TRUE,2,High School (10th),Primary (Up to 5th),TRUE,FALSE,TRUE,48,482573.3931,General_Tier,TRUE,FALSE,TRUE,78.17383221,FALSE,66.51717064,84.27085506,-17.75368442,0.116224517,76.88218501,FALSE,FALSE
RJ_4404,Female,EWS,Hostel,TRUE,2,Primary (Up to 5th),Senior Secondary (12th),FALSE,FALSE,FALSE,20,229109.3316,EWS,TRUE,FALSE,TRUE,79.56321179,TRUE,56.52224461,77.4084261,-20.88618149,0.078252977,81.97294062,FALSE,FALSE
RJ_4405,Male,General,DayScholar,TRUE,2,Senior Secondary (12th),No Formal Education,FALSE,FALSE,FALSE,64,313843.1468,General_Tier,TRUE,TRUE,FALSE,77.33040147,TRUE,48.64096112,78.11471847,-29.47375734,0.276207157,75.31228315,FALSE,FALSE
RJ_4406,Male,EWS,Hostel,TRUE,2,High School (10th),Senior Secondary (12th),TRUE,TRUE,TRUE,31,59027.86427,BPL,FALSE,FALSE,FALSE,63.49691507,FALSE,64.56299473,67.19570135,-2.63270662,0.165754255,74.81007824,TRUE,FALSE
RJ_4407,Male,General,Hostel,TRUE,1,High School (10th),Middle (Up to 8th),TRUE,FALSE,TRUE,22,530384.0257,General_Tier,TRUE,TRUE,FALSE,81.20150959,FALSE,79.6850629,83.79909555,-4.11403265,0.027417845,69.55401438,FALSE,FALSE
RJ_4408,Male,OBC,DayScholar,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,TRUE,TRUE,50,145611.1115,General_Tier,TRUE,FALSE,FALSE,56.60135176,FALSE,52.29646517,56.42386465,-4.127399476,0.140481393,69.11299353,FALSE,FALSE
RJ_4409,Female,OBC,DayScholar,FALSE,1,Senior Secondary (12th),High School (10th),TRUE,FALSE,FALSE,37,395624.383,General_Tier,TRUE,TRUE,FALSE,81.54768129,TRUE,60.26861955,89.47744607,-29.20882652,0.157372541,72.80729357,TRUE,TRUE
RJ_4410,Male,EWS,Hostel,TRUE,1,Primary (Up to 5th),Middle (Up to 8th),FALSE,FALSE,TRUE,41,165164.2552,EWS,FALSE,FALSE,FALSE,84.73962363,TRUE,76.42111059,84.26170917,-7.840598581,0.064194022,67.85332249,FALSE,FALSE
RJ_4411,Female,General,DayScholar,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,TRUE,TRUE,50,330306.1018,General_Tier,TRUE,TRUE,TRUE,79.62701246,TRUE,55.76418059,81.33943686,-25.57525627,0.130789484,83.85757431,FALSE,FALSE
RJ_4412,Male,SC,DayScholar,TRUE,1,High School (10th),Primary (Up to 5th),TRUE,FALSE,TRUE,71,436613.9478,General_Tier,TRUE,TRUE,FALSE,77.63019384,TRUE,63.19782942,78.5545752,-15.35674578,0.07008711,64.37050023,FALSE,FALSE
RJ_4413,Male,SC,DayScholar,TRUE,2,Middle (Up to 8th),Primary (Up to 5th),TRUE,FALSE,TRUE,49,138535.9485,General_Tier,FALSE,TRUE,FALSE,69.12937368,FALSE,71.64421923,65.18406269,6.46015654,0,69.74745067,FALSE,FALSE
RJ_4414,Female,SC,DayScholar,TRUE,2,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,47,191722.5186,General_Tier,TRUE,FALSE,FALSE,66.21928539,FALSE,61.10248428,70.49534482,-9.392860541,0.19868158,85.63523617,FALSE,FALSE
RJ_4415,Male,SC,Hostel,FALSE,2,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,21,91809.06641,BPL,TRUE,FALSE,FALSE,54.93169627,FALSE,50.39699923,54.10776835,-3.710769129,0.279751249,93.74421826,TRUE,FALSE
RJ_4416,Male,OBC,DayScholar,FALSE,1,Primary (Up to 5th),Primary (Up to 5th),TRUE,FALSE,TRUE,43,110591.462,BPL,TRUE,TRUE,FALSE,64.59484229,TRUE,51.31543413,61.63780419,-10.32237006,0.154420425,61.95261126,FALSE,TRUE
RJ_4417,Female,OBC,DayScholar,FALSE,1,No Formal Education,Graduate or Higher,TRUE,FALSE,FALSE,43,891761.1467,Creamy_Layer_OBC,FALSE,TRUE,TRUE,67.72933273,FALSE,47.81005742,66.02136006,-18.21130264,0.023350967,78.2543696,TRUE,FALSE
RJ_4418,Male,SC,DayScholar,TRUE,0,Senior Secondary (12th),No Formal Education,FALSE,TRUE,FALSE,53,510516.3479,General_Tier,FALSE,TRUE,FALSE,58.04894644,TRUE,48.70992047,56.01825795,-7.308337488,0.264855195,65.74145128,FALSE,FALSE
RJ_4419,Male,General,Hostel,TRUE,1,Primary (Up to 5th),Middle (Up to 8th),TRUE,FALSE,TRUE,23,204354.0679,General_Tier,TRUE,FALSE,FALSE,82.0718907,TRUE,62.10190885,72.47400783,-10.37209898,0.109347069,63.12397836,FALSE,FALSE
RJ_4420,Male,OBC,DayScholar,TRUE,1,Senior Secondary (12th),Middle (Up to 8th),TRUE,FALSE,FALSE,88,132713.8171,General_Tier,TRUE,FALSE,FALSE,74.55068642,TRUE,51.03028291,77.61998024,-26.58969733,0.311540138,61.63534126,FALSE,TRUE
RJ_4421,Male,SC,DayScholar,TRUE,2,High School (10th),No Formal Education,FALSE,TRUE,TRUE,75,494636.8305,General_Tier,TRUE,TRUE,FALSE,73.457533,TRUE,58.9302491,67.83149521,-8.901246114,0.177936108,84.13880946,FALSE,FALSE
RJ_4422,Female,OBC,DayScholar,TRUE,2,Middle (Up to 8th),Senior Secondary (12th),TRUE,FALSE,FALSE,85,285179.7554,General_Tier,FALSE,TRUE,FALSE,95,FALSE,95,92.65040439,2.349595608,0,56.14885942,FALSE,FALSE
RJ_4423,Female,OBC,DayScholar,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,TRUE,TRUE,59,247429.8885,General_Tier,TRUE,FALSE,FALSE,73.57851928,TRUE,43.08446958,78.53194553,-35.44747595,0.328978154,73.44185915,FALSE,FALSE
